SYMBOL,NAME
MTNL,Mahanagar Telephone Nigam Limited
MUFIN,Mufin Green Finance Limited
MUFTI,Credo Brands Marketing Limited
MUKANDLTD,Mukand Limited
MUKKA,Mukka Proteins Limited
MUKTAARTS,Mukta Arts Limited
MUNJALAU,Munjal Auto Industries Limited
MUNJALSHOW,Munjal Showa Limited
MURUDCERA,Murudeshwar Ceramics Limited
MUTHOOTCAP,Muthoot Capital Services Limited
MUTHOOTFIN,Muthoot Finance Limited
MUTHOOTMF,Muthoot Microfin Limited
MVGJL,Manoj Vaibhav Gems N Jewellers Limited
MWL,Mangalam Worldwide Limited
NACLIND,Nacl Industries Limited
NAGAFERT,Nagarjuna Fertilizers And Chemicals Limited
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP,Nagreeka Exports Limited
NAHARCAP,Nahar Capital And Financial Services Limited
NAHARINDUS,Nahar Industrial Enterprises Limited
NAHARPOLY,Nahar Poly Films Limited
NAHARSPING,Nahar Spinning Mills Limited
NAM-INDIA,Nippon Life India Asset Management Limited
NARMADA,Narmada Agrobase Limited
NATCAPSUQ,Natural Capsules Limited
NATCOPHARM,Natco Pharma Limited
NATHBIOGEN,Nath Bio-Genes (India) Limited
NATIONALUM,National Aluminium Company Limited
NATIONSTD,National Standard (India) Limited
NAUKRI,Info Edge (India) Limited
NAVA,Nava Limited
NAVINFLUOR,Navin Fluorine International Limited
NAVKARCORP,Navkar Corporation Limited
NAVKARURB,Navkar Urbanstructure Limited
NAVNETEDUL,Navneet Education Limited
NAZARA,Nazara Technologies Limited
NBCC,Nbcc (India) Limited
NBIFIN,N. B. I. Industrial Finance Company Limited
NCC,Ncc Limited
NCLIND,Ncl Industries Limited
NDGL,Naga Dhunseri Group Limited
NDL,Nandan Denim Limited
NDLVENTURE,Ndl Ventures Limited
NDRAUTO,Ndr Auto Components Limited
NDTV,New Delhi Television Limited
NEAGI,Neelamalai Agro Industries Limited
NECCLTD,North Eastern Carrying Corporation Limited
NECLIFE,Nectar Lifesciences Limited
NELCAST,Nelcast Limited
NELCO,Nelco Limited
NEOGEN,Neogen Chemicals Limited
NEPHROPLUS,Nephrocare Health Services Limited
NESCO,Nesco Limited
NESTLEIND,Nestle India Limited
NETWEB,Netweb Technologies India Limited
NETWORK18,Network18 Media & Investments Limited
NEULANDLAB,Neuland Laboratories Limited
NEWGEN,Newgen Software Technologies Limited
NEXTMEDIA,Next Mediaworks Limited
NFL,National Fertilizers Limited
NGIL,Nakoda Group Of Industries Limited
NGLFINE,Ngl Fine-Chem Limited
NH,Narayana Hrudayalaya Ltd.
NHPC,Nhpc Limited
NIACL,The New India Assurance Company Limited
NIBE,Nibe Limited
NIBL,Nrb Industrial Bearings Limited
NIITLTD,Niit Limited
NIITMTS,Niit Learning Systems Limited
NILAINFRA,Nila Infrastructures Limited
NILASPACES,Nila Spaces Limited
NILE,Nile Limited
NILKAMAL,Nilkamal Limited
NIMBSPROJ,Nimbus Projects Limited
NINSYS,Nintec Systems Limited
NIPPOBATRY,Indo-National Limited
NIRAJ,Niraj Cement Structurals Limited
NIRAJISPAT,Niraj Ispat Industries Limited
NIRLON,Nirlon Limited
NITCO,Nitco Limited
NITINSPIN,Nitin Spinners Limited
NITIRAJ,Nitiraj Engineers Limited
NITTAGELA,Nitta Gelatin India Limited
NIVABUPA,Niva Bupa Health Insurance Company Limited
NKIND,Nk Industries Limited
NLCINDIA,Nlc India Limited
NMDC,Nmdc Limited
NOCIL,Nocil Limited
NOIDATOLL,Noida Toll Bridge Company Limited
NORBTEAEXP,Norben Tea & Exports Limited
NORTHARC,Northern Arc Capital Limited
NOVAAGRI,Nova Agritech Limited
NOVARTIND,Novartis India Limited
NPST,Network People Services Technologies Limited
NRAIL,N R Agarwal Industries Limited
NRBBEARING,Nrb Bearing Limited
NRL,Nupur Recyclers Limited
NSIL,Nalwa Sons Investments Limited
NSLNISP,Nmdc Steel Limited
NTPC,Ntpc Limited
NTPCGREEN,Ntpc Green Energy Limited
NUCLEUS,Nucleus Software Exports Limited
NURECA,Nureca Limited
NUVAMA,Nuvama Wealth Management Limited
NUVOCO,Nuvoco Vistas Corporation Limited
NYKAA,Fsn E-Commerce Ventures Limited
OAL,Oriental Aromatics Limited
OBCL,Orissa Bengal Carrier Limited
OBEROIRLTY,Oberoi Realty Limited
OCCLLTD,Occl Limited
ODIGMA,Odigma Consultancy Solutions Limited
OFSS,Oracle Financial Services Software Limited
OIL,Oil India Limited
OILCOUNTUB,Oil Country Tubular Limited
OLAELEC,Ola Electric Mobility Limited
OLECTRA,Olectra Greentech Limited
OMAXAUTO,Omax Autos Limited
OMAXE,Omaxe Limited
OMFREIGHT,Om Freight Forwarders Limited
OMINFRAL,Om Infra Limited
OMNI,Omnitech Engineering Limited
OMPOWER,Om Power Transmission Limited
ONELIFECAP,Onelife Capital Advisors Limited
ONEPOINT,One Point One Solutions Limited
ONESOURCE,Onesource Specialty Pharma Limited
ONGC,Oil & Natural Gas Corporation Limited
ONMOBILE,Onmobile Global Limited
ONWARDTEC,Onward Technologies Limited
OPTIEMUS,Optiemus Infracom Limited
ORBTEXP,Orbit Exports Limited
ORCHASP,Orchasp Limited
ORCHPHARMA,Orchid Pharma Limited
ORICONENT,Oricon Enterprises Limited
ORIENTALTL,Oriental Trimex Limited
ORIENTBELL,Orient Bell Limited
ORIENTCEM,Orient Cement Limited
ORIENTCER,Orient Ceratech Limited
ORIENTELEC,Orient Electric Limited
ORIENTHOT,Oriental Hotels Limited
ORIENTLTD,Orient Press Limited
ORIENTPPR,Orient Paper & Industries Limited
ORIENTTECH,Orient Technologies Limited
ORISSAMINE,The Orissa Minerals Development Company Limited
ORKLAINDIA,Orkla India Limited
ORTEL,Ortel Communications Limited
ORTINGLOBE,Ortin Global Limited
OSIAHYPER,Osia Hyper Retail Limited
OSWALAGRO,Oswal Agro Mills Limited
OSWALGREEN,Oswal Greentech Limited
OSWALPUMPS,Oswal Pumps Limited
OSWALSEEDS,Shreeoswal Seeds And Chemicals Limited
PACEDIGITK,Pace Digitek Limited
PAGEIND,Page Industries Limited
PAISALO,Paisalo Digital Limited
PAKKA,Pakka Limited
PALASHSECU,Palash Securities Limited
PALREDTEC,Palred Technologies Limited
PANACEABIO,Panacea Biotec Limited
PANACHE,Panache Digilife Limited
PANAMAPET,Panama Petrochem Limited
PANSARI,Pansari Developers Limited
PAR,Par Drugs And Chemicals Limited
PARACABLES,Paramount Communications Limited
PARADEEP,Paradeep Phosphates Limited
PARAGMILK,Parag Milk Foods Limited
PARAS,Paras Defence And Space Technologies Limited
PARASPETRO,Paras Petrofils Limited
PARKHOSPS,Park Medi World Limited
PARKHOTELS,Apeejay Surrendra Park Hotels Limited
PARSVNATH,Parsvnath Developers Limited
PASHUPATI,Pashupati Cotspin Limited
PASUPTAC,Pasupati Acrylon Limited
PATANJALI,Patanjali Foods Limited
PATELENG,Patel Engineering Limited
PATELRMART,Patel Retail Limited
PATINTLOG,Patel Integrated Logistics Limited
PAUSHAKLTD,Paushak Limited
PAVNAIND,Pavna Industries Limited
PAYTM,One 97 Communications Limited
PCBL,Pcbl Chemical Limited
PCJEWELLER,Pc Jeweller Limited
PDMJEPAPER,Pudumjee Paper Products Limited
PDSL,Pds Limited
PEARLPOLY,Pearl Polymers Limited
PENIND,Pennar Industries Limited
PENINLAND,Peninsula Land Limited
PERSISTENT,Persistent Systems Limited
PETRONET,Petronet Lng Limited
PFC,Power Finance Corporation Limited
PFIZER,Pfizer Limited
PFOCUS,Prime Focus Limited
PFS,Ptc India Financial Services Limited
PGEL,Pg Electroplast Limited
PGHH,Procter & Gamble Hygiene And Health Care Limited
PGHL,Procter & Gamble Health Limited
PGIL,Pearl Global Industries Limited
PHOENIXLTD,The Phoenix Mills Limited
PICCADIL,Piccadily Agro Industries Limited
PIDILITIND,Pidilite Industries Limited
PIGL,Power & Instrumentation (Gujarat) Limited
PIIND,Pi Industries Limited
PILANIINVS,Pilani Investment And Industries Corporation Limited
PILITA,Pil Italica Lifestyle Limited
PINELABS,Pine Labs Limited
PIONEEREMB,Pioneer Embroideries Limited
PIONRINV,Pioneer Investcorp Limited
PIRAMALFIN,Piramal Finance Limited
PITTIENG,Pitti Engineering Limited
PIXTRANS,Pix Transmissions Limited
PKTEA,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN,Plastiblends India Limited
PLATIND,Platinum Industries Limited
PLAZACABLE,Plaza Wires Limited
PML,Paul Merchants Limited
PNB,Punjab National Bank
PNBGILTS,Pnb Gilts Limited
PNBHOUSING,Pnb Housing Finance Limited
PNC,Pritish Nandy Communications Limited
PNCINFRA,Pnc Infratech Limited
PNGJL,P N Gadgil Jewellers Limited
PNGSREVA,Pngs Reva Diamond Jewellery Limited
POCL,Pondy Oxides & Chemicals Limited
PODDARMENT,Poddar Pigments Limited
POKARNA,Pokarna Limited
POLICYBZR,Pb Fintech Limited
POLYCAB,Polycab India Limited
POLYMED,Poly Medicure Limited
POLYPLEX,Polyplex Corporation Limited
PONNIERODE,Ponni Sugars (Erode) Limited
POONAWALLA,Poonawalla Fincorp Limited
POWERGRID,Power Grid Corporation Of India Limited
POWERICA,Powerica Limited
POWERINDIA,Hitachi Energy India Limited
POWERMECH,Power Mech Projects Limited
PPAP,Ppap Automotive Limited
PPL,Prakash Pipes Limited
PPLPHARMA,Piramal Pharma Limited
PRABHA,Prabha Energy Limited
PRADPME,Pradeep Metals Limited
PRAENG,Prajay Engineers Syndicate Limited
PRAJIND,Praj Industries Limited
PRAKASH,Prakash Industries Limited
PRAKASHSTL,Prakash Steelage Limited
PRAVEG,Praveg Limited
PRAXIS,Praxis Home Retail Limited
PRECAM,Precision Camshafts Limited
PRECOT,Precot Limited
PRECWIRE,Precision Wires India Limited
PREMCO,Premco Global Limited
PREMEXPLN,Premier Explosives Limited
PREMIER,Premier Limited
PREMIERENE,Premier Energies Limited
PREMIERPOL,Premier Polyfilm Limited
PRESTIGE,Prestige Estates Projects Limited
PRICOLLTD,Pricol Limited
PRIMESECU,Prime Securities Limited
PRIMO,Primo Chemicals Limited
PRINCEPIPE,Prince Pipes And Fittings Limited
PRITI,Priti International Limited
PRITIKAUTO,Pritika Auto Industries Limited
PRIVISCL,Privi Speciality Chemicals Limited
PROSTARM,Prostarm Info Systems Limited
PROTEAN,Protean Egov Technologies Limited
PROZONER,Prozone Realty Limited
PRSMJOHNSN,Prism Johnson Limited
PRUDENT,Prudent Corporate Advisory Services Limited
PRUDMOULI,Prudential Sugar Corporation Limited
PSB,Punjab & Sind Bank
PSPPROJECT,Psp Projects Limited
PTC,Ptc India Limited
PTCIL,Ptc Industries Limited
PTL,Ptl Enterprises Limited
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
PURVA,Puravankara Limited
PVP,Pvp Ventures Limited
PVRINOX,Pvr Inox Limited
PVSL,Popular Vehicles And Services Limited
PWL,Physicswallah Limited
PYRAMID,Pyramid Technoplast Limited
QPOWER,Quality Power Electrical Equipments Limited
QUADFUTURE,Quadrant Future Tek Limited
QUESS,Quess Corp Limited
QUICKHEAL,Quick Heal Technologies Limited
QUINT,Quint Digital Limited
RACE,Race Eco Chain Limited
RACLGEAR,Racl Geartech Limited
RADAAN,Radaan Mediaworks India Limited
RADHIKAJWE,Radhika Jeweltech Limited
RADIANTCMS,Radiant Cash Management Services Limited
RADICO,Radico Khaitan Limited
RADIOCITY,Music Broadcast Limited
RAILTEL,Railtel Corporation Of India Limited
RAIN,Rain Industries Limited
RAINBOW,Rainbow Childrens Medicare Limited
RAJESHEXPO,Rajesh Exports Limited
RAJMET,Rajnandini Metal Limited
RAJOOENG,Rajoo Engineers Limited
RAJPALAYAM,Rajapalayam Mills Limited
RAJRATAN,Rajratan Global Wire Limited
RAJRILTD,Raj Rayon Industries Limited
RAJSREESUG,Rajshree Sugars & Chemicals Limited
RAJTV,Raj Television Network Limited
RALLIS,Rallis India Limited
RAMANEWS,Shree Rama Newsprint Limited
RAMAPHO,Rama Phosphates Limited
RAMASTEEL,Rama Steel Tubes Limited
RAMCOCEM,The Ramco Cements Limited
RAMCOIND,Ramco Industries Limited
RAMCOSYS,Ramco Systems Limited
RAMKY,Ramky Infrastructure Limited
RAMRAT,Ram Ratna Wires Limited
RANASUG,Rana Sugars Limited
RANEHOLDIN,Rane Holdings Limited
RATEGAIN,Rategain Travel Technologies Limited
RATNAMANI,Ratnamani Metals & Tubes Limited
RATNAVEER,Ratnaveer Precision Engineering Limited
RAYMOND,Raymond Limited
RAYMONDLSL,Raymond Lifestyle Limited
RAYMONDREL,Raymond Realty Limited
RBA,Restaurant Brands Asia Limited
RBLBANK,Rbl Bank Limited
RBZJEWEL,Rbz Jewellers Limited
RCF,Rashtriya Chemicals And Fertilizers Limited
RCOM,Reliance Communications Limited
RECLTD,Rec Limited
REDINGTON,Redington Limited
REDTAPE,Redtape Limited
REFEX,Refex Industries Limited
REGAAL,Regaal Resources Limited
REGENCERAM,Regency Ceramics Limited
RELAXO,Relaxo Footwears Limited
RELCHEMQ,Reliance Chemotex Industries Limited
RELIABLE,Reliable Data Services Limited
RELIANCE,Reliance Industries Limited
RELIGARE,Religare Enterprises Limited
RELTD,Ravindra Energy Limited
REMSONSIND,Remsons Industries Limited
RENUKA,Shree Renuka Sugars Limited
REPCOHOME,Repco Home Finance Limited
REPL,Rudrabhishek Enterprises Limited
REPRO,Repro India Limited
RESPONIND,Responsive Industries Limited
RETAIL,Jhs Svendgaard Retail Ventures Limited
RGL,Renaissance Global Limited
RHETAN,Rhetan Tmt Limited
RHIM,Rhi Magnesita India Limited
RHL,Robust Hotels Limited
RICOAUTO,Rico Auto Industries Limited
RIIL,Reliance Industrial Infrastructure Limited
RISHABH,Rishabh Instruments Limited
RITCO,Ritco Logistics Limited
RITES,Rites Limited
RKDL,Ravi Kumar Distilleries Limited
RKEC,Rkec Projects Limited
RKFORGE,Ramkrishna Forgings Limited
RKSWAMY,R K Swamy Limited
RMC,Rmc Switchgears Limited
RMDRIP,R M Drip And Sprinklers Systems Limited
RML,Rane (Madras) Limited
RNBDENIMS,R&B Denims Limited
ROHLTD,Royal Orchid Hotels Limited
ROLEXRINGS,Rolex Rings Limited
ROLLT,Rollatainers Limited
ROML,Raj Oil Mills Limited
ROSSARI,Rossari Biotech Limited
ROSSELLIND,Rossell India Limited
ROSSTECH,Rossell Techsys Limited
ROTO,Roto Pumps Limited
ROUTE,Route Mobile Limited
RPEL,Raghav Productivity Enhancers Limited
RPGLIFE,Rpg Life Sciences Limited
RPOWER,Reliance Power Limited
RPPINFRA,R.P.P. Infra Projects Limited
RPPL,Rajshree Polypack Limited
RPSGVENT,Rpsg Ventures Limited
RPTECH,Rashi Peripherals Limited
RRIL,Rril Limited
RRKABEL,R R Kabel Limited
RSDFIN,Rsd Finance Limited
RSL,Rajputana Stainless Limited
RSSOFTWARE,R. S. Software (India) Limited
RSWM,Rswm Limited
RSYSTEMS,R Systems International Limited
RTNINDIA,Rattanindia Enterprises Limited
RTNPOWER,Rattanindia Power Limited
RUBFILA,Rubfila International Limited
RUBICON,Rubicon Research Limited
RUBYMILLS,The Ruby Mills Limited
RUCHINFRA,Ruchi Infrastructure Limited
RUCHIRA,Ruchira Papers Limited
RUDRA,Rudra Global Infra Products Limited
RUPA,Rupa & Company Limited
RUSHIL,Rushil Decor Limited
RUSTOMJEE,Keystone Realtors Limited
RVHL,Ravinder Heights Limited
RVNL,Rail Vikas Nigam Limited
RVTH,Revathi Equipment India Limited
S&SPOWER,S&S Power Switchgears Limited
SAATVIKGL,Saatvik Green Energy Limited
SADBHAV,Sadbhav Engineering Limited
SADBHIN,Sadbhav Infrastructure Project Limited
SADHNANIQ,Sadhana Nitrochem Limited
SAFARI,Safari Industries (India) Limited
SAGARDEEP,Sagardeep Alloys Limited
SAGCEM,Sagar Cements Limited
SAGILITY,Sagility Limited
SAHLIBHFI,Shalibhadra Finance Limited
SAHYADRI,Sahyadri Industries Limited
SAIL,Steel Authority Of India Limited
SAILIFE,Sai Life Sciences Limited
SAIPARENT,Sai Parenterals Limited
SAKAR,Sakar Healthcare Limited
SAKHTISUG,Sakthi Sugars Limited
SAKSOFT,Saksoft Limited
SAKUMA,Sakuma Exports Limited
SALASAR,Salasar Techno Engineering Limited
SALONA,Salona Cotspin Limited
SALSTEEL,S.A.L. Steel Limited
SALZERELEC,Salzer Electronics Limited
SAMBHAAV,Sambhaav Media Limited
SAMBHV,Sambhv Steel Tubes Limited
SAMHI,Samhi Hotels Limited
SAMMAANCAP,Sammaan Capital Limited
SAMPANN,Sampann Utpadan India Limited
SANATHAN,Sanathan Textiles Limited
SANCO,Sanco Industries Limited
SANDESH,The Sandesh Limited
SANDHAR,Sandhar Technologies Limited
SANDUMA,Sandur Manganese & Iron Ores Limited
SANGAMIND,Sangam (India) Limited
SANGHVIMOV,Sanghvi Movers Limited
SANGINITA,Sanginita Chemicals Limited
SANOFI,Sanofi India Limited
SANOFICONR,Sanofi Consumer Healthcare India Limited
SANSERA,Sansera Engineering Limited
SANSTAR,Sanstar Limited
SAPPHIRE,Sapphire Foods India Limited
SAPPL,Shree Ajit Pulp & Paper Limited
SARDAEN,Sarda Energy & Minerals Limited
SAREGAMA,Saregama India Limited
SARLAPOLY,Sarla Performance Fibers Limited
SARVESHWAR,Sarveshwar Foods Limited
SASKEN,Sasken Technologies Limited
SATIA,Satia Industries Limited
SATIN,Satin Creditcare Network Limited
SAURASHCEM,Saurashtra Cement Limited
SAYAJIHOTL,Sayaji Hotels Limited
SBC,Sbc Exports Limited
SBCL,Shivalik Bimetal Controls Limited
SBFC,Sbfc Finance Limited
SBGLP,Suratwwala Business Group Limited
SBICARD,Sbi Cards And Payment Services Limited
SBILIFE,Sbi Life Insurance Company Limited
SBIN,State Bank Of India
SCANSTL,Scan Steels Limited
SCHAEFFLER,Schaeffler India Limited
SCHAND,S Chand And Company Limited
SCHNEIDER,Schneider Electric Infrastructure Limited
SCI,Shipping Corporation Of India Limited
SCILAL,Shipping Corporation Of India Land And Assets Limited
SCODATUBES,Scoda Tubes Limited
SCPL,Sheetal Cool Products Limited
SDBL,Som Distilleries & Breweries Limited
SEAMECLTD,Seamec Limited
SECMARK,Secmark Consultancy Limited
SECURKLOUD,Securekloud Technologies Limited
SEDEMAC,Sedemac Mechatronics Limited
SEIL,Shanti Educational Initiatives Limited
SEJALLTD,Sejal Glass Limited
SELMC,Sel Manufacturing Company Limited
SEMAC,Semac Construction Limited
SENCO,Senco Gold Limited
SENORES,Senores Pharmaceuticals Limited
SEPC,Sepc Limited
SERVOTECH,Servotech Renewable Power System Limited
SESHAPAPER,Seshasayee Paper And Boards Limited
SETCO,Setco Automotive Limited
SETL,Standard Engineering Technology Limited
SEYAIND,Seya Industries Limited
SFL,Sheela Foam Limited
SGFIN,Sg Finserve Limited
SGIL,Synergy Green Industries Limited
SGL,Stl Global Limited
SGMART,Sg Mart Limited
SHADOWFAX,Shadowfax Technologies Limited
SHAH,Shah Metacorp Limited
SHAHALLOYS,Shah Alloys Limited
SHAILY,Shaily Engineering Plastics Limited
SHAKTIPUMP,Shakti Pumps (India) Limited
SHALBY,Shalby Limited
SHALPAINTS,Shalimar Paints Limited
SHANKARA,Shankara Building Products Limited
SHANTI,Shanti Overseas (India) Limited
SHANTIGEAR,Shanthi Gears Limited
SHANTIGOLD,Shanti Gold International Limited
SHARDACROP,Sharda Cropchem Limited
SHARDAMOTR,Sharda Motor Industries Limited
SHARDUL,Shardul Securities Limited
SHAREINDIA,Share India Securities Limited
SHBAJRG,Shri Bajrang Alliance Limited
SHEKHAWATI,Shekhawati Industries Limited
SHEMAROO,Shemaroo Entertainment Limited
SHILCTECH,Shilchar Technologies Limited
SHILPAMED,Shilpa Medicare Limited
SHINDL,Sharat Industries Limited
SHIVALIK,Shivalik Rasayan Limited
SHIVAMAUTO,Shivam Autotech Limited
SHIVAMILLS,Shiva Mills Limited
SHIVATEX,Shiva Texyarn Limited
SHIVAUM,Shiv Aum Steels Limited
SHK,S H Kelkar And Company Limited
SHOPERSTOP,Shoppers Stop Limited
SHRADHA,Shradha Realty Limited
SHREDIGCEM,Shree Digvijay Cement Co.Ltd
SHREECEM,Shree Cement Limited
SHREEJISPG,Shreeji Shipping Global Limited
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA,Shree Rama Multi-Tech Limited
SHRENIK,Shrenik Limited
SHREYANIND,Shreyans Industries Limited
SHRIKRISH,Shri Krishna Devcon Limited
SHRINGARMS,Shringar House Of Mangalsutra Limited
SHRIPISTON,Shriram Pistons & Rings Limited
SHRIRAMFIN,Shriram Finance Limited
SHRIRAMPPS,Shriram Properties Limited
SHYAMCENT,Shyam Century Ferrous Limited
SHYAMMETL,Shyam Metalics And Energy Limited
SHYAMTEL,Shyam Telecom Limited
SICAGEN,Sicagen India Limited
SICALLOG,Sical Logistics Limited
SIEMENS,Siemens Limited
SIGACHI,Sigachi Industries Limited
SIGIND,Signet Industries Limited
SIGMA,Sigma Solve Limited
SIGMAADV,Sigma Advanced Systems Limited
SIGNATURE,Signatureglobal (India) Limited
SIGNPOST,Signpost India Limited
SIKA,Sika Interplant Systems Limited
SIKKO,Sikko Industries Limited
SIL,Standard Industries Limited
SILGO,Silgo Retail Limited
SILINV,Sil Investments Limited
SILLYMONKS,Silly Monks Entertainment Limited
SILVERTUC,Silver Touch Technologies Limited
SIMPLEXINF,Simplex Infrastructures Limited
SINCLAIR,Sinclairs Hotels Limited
SINDHUTRAD,Sindhu Trade Links Limited
SINGERIND,Singer India Limited
SINTERCOM,Sintercom India Limited
SIRCA,Sirca Paints India Limited
SIS,Sis Limited
SITINET,Siti Networks Limited
SIYSIL,Siyaram Silk Mills Limited
SJS,S.J.S. Enterprises Limited
SJVN,Sjvn Limited
SKFINDIA,Skf India Limited
SKFINDUS,Skf India (Industrial) Limited
SKIPPER,Skipper Limited
SKMEGGPROD,Skm Egg Products Export (India) Limited
SKYGOLD,Sky Gold And Diamonds Limited
SMARTLINK,Smartlink Holdings Limited
SMARTWORKS,Smartworks Coworking Spaces Limited
SMCGLOBAL,Smc Global Securities Limited
SMLMAH,Sml Mahindra Limited
SMLT,Sarthak Metals Limited
SMSPHARMA,Sms Pharmaceuticals Limited
SNOWMAN,Snowman Logistics Limited
SOBHA,Sobha Limited
SOFTTECH,Softtech Engineers Limited
SOLARA,Solara Active Pharma Sciences Limited
SOLARINDS,Solar Industries India Limited
SOLARWORLD,Solarworld Energy Solutions Limited
SOLEX,Solex Energy Limited
SOMANYCERA,Somany Ceramics Limited
SOMATEX,Soma Textiles & Industries Limited
SOMICONVEY,Somi Conveyor Beltings Limited
SONACOMS,Sona Blw Precision Forgings Limited
SONAL,Sonal Mercantile Limited
SONAMLTD,Sonam Limited
SONATSOFTW,Sonata Software Limited
SOTL,Savita Oil Technologies Limited
SOUTHBANK,The South Indian Bank Limited
SOUTHWEST,South West Pinnacle Exploration Limited
SPAL,S. P. Apparels Limited
SPANDANA,Spandana Sphoorty Financial Limited
SPARC,Sun Pharma Advanced Research Company Limited
SPCENET,Spacenet Enterprises India Limited
SPECIALITY,Speciality Restaurants Limited
SPECTRUM,Spectrum Electrical Industries Limited
SPENCERS,Spencer'S Retail Limited
SPIC,Southern Petrochemicals Industries Corporation  Limited
SPLIL,Spl Industries Limited
SPLPETRO,Supreme Petrochem Limited
SPMLINFRA,Spml Infra Limited
SPORTKING,Sportking India Limited
SRD,Shankar Lal Rampal Dye-Chem Limited
SREEL,Sreeleathers Limited
SRF,Srf Limited
SRGHFL,Srg Housing Finance Limited
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited
SRM,Srm Contractors Limited
SRTL,Shree Ram Twistex Limited
SSDL,Saraswati Saree Depot Limited
SSWL,Steel Strips Wheels Limited
STALLION,Stallion India Fluorochemicals Limited
STANLEY,Stanley Lifestyles Limited
STAR,Strides Pharma Science Limited
STARCEMENT,Star Cement Limited
STARHEALTH,Star Health And Allied Insurance Company Limited
STARPAPER,Star Paper Mills Limited
STARTECK,Starteck Finance Limited
STCINDIA,The State Trading Corporation Of India Limited
STEELCAS,Steelcast Limited
STEELCITY,Steel City Securities Limited
STEELXIND,Steel Exchange India Limited
STEL,Stel Holdings Limited
STERTOOLS,Sterling Tools Limited
STLNETWORK,Stl Networks Limited
STLTECH,Sterlite Technologies Limited
STOVEKRAFT,Stove Kraft Limited
STUDDS,Studds Accessories Limited
STYL,Seshaasai Technologies Limited
STYLAMIND,Stylam Industries Limited
STYLEBAAZA,Baazar Style Retail Limited
STYRENIX,Styrenix Performance Materials Limited
SUBEXLTD,Subex Limited
SUBROS,Subros Limited
SUDARCOLOR,Sudarshan Colorants India Limited
SUDARSCHEM,Sudarshan Chemical Industries Limited
SUDEEPPHRM,Sudeep Pharma Limited
SUKHJITS,Sukhjit Starch & Chemicals Limited
SULA,Sula Vineyards Limited
SUMEETINDS,Sumeet Industries Limited
SUMICHEM,Sumitomo Chemical India Limited
SUMIT,Sumit Woods Limited
SUMMITSEC,Summit Securities Limited
SUNCLAY,Sundaram Clayton Limited
SUNDARAM,Sundaram Multi Pap Limited
SUNDARMFIN,Sundaram Finance Limited
SUNDRMBRAK,Sundaram Brake Linings Limited
SUNDRMFAST,Sundram Fasteners Limited
SUNDROP,Sundrop Brands Limited
SUNFLAG,Sunflag Iron And Steel Company Limited
SUNPHARMA,Sun Pharmaceutical Industries Limited
SUNTECK,Sunteck Realty Limited
SUNTV,Sun Tv Network Limited
SUPERHOUSE,Superhouse Limited
SUPERSPIN,Super Spinning Mills Limited
SUPRAJIT,Suprajit Engineering Limited
SUPREME,Supreme Holdings & Hospitality (India) Limited
SUPREMEENG,Supreme Engineering Limited
SUPREMEIND,Supreme Industries Limited
SUPREMEINF,Supreme Infrastructure India Limited
SUPRIYA,Supriya Lifescience Limited
SURAJEST,Suraj Estate Developers Limited
SURAJLTD,Suraj Limited
SURAKSHA,Suraksha Diagnostic Limited
SURANASOL,Surana Solar Limited
SURANAT&P,Surana Telecom And Power Limited
SURYALA,Suryalata Spinning Mills Limited
SURYALAXMI,Suryalakshmi Cotton Mills Limited
SURYAROSNI,Surya Roshni Limited
SURYODAY,Suryoday Small Finance Bank Limited
SUTLEJTEX,Sutlej Textiles And Industries Limited
SUVEN,Suven Life Sciences Limited
SUVIDHAA,Suvidhaa Infoserve Limited
SUYOG,Suyog Telematics Limited
SUZLON,Suzlon Energy Limited
SVLL,Shree Vasu Logistics Limited
SVPGLOB,Svp Global Textiles Limited
SWANCORP,Swan Corp Limited
SWANDEF,Swan Defence And Heavy Industries Limited
SWARAJENG,Swaraj Engines Limited
SWELECTES,Swelect Energy Systems Limited
SWIGGY,Swiggy Limited
SWSOLAR,Sterling And Wilson Renewable Energy Limited
SYMPHONY,Symphony Limited
SYNCOMF,Syncom Formulations (India) Limited
SYNGENE,Syngene International Limited
SYRMA,Syrma Sgs Technology Limited
SYSTMTXC,Systematix Corporate Services Limited
TAALTECH,Taal Tech Limited
TAINWALCHM,Tainwala Chemical And Plastic (I) Limited
TAJGVK,Taj Gvk Hotels & Resorts Limited
TAKE,Take Solutions Limited
TALBROAUTO,Talbros Automotive Components Limited
TAMBOLIIN,Tamboli Industries Limited
TANLA,Tanla Platforms Limited
TARACHAND,Tara Chand Infralogistic Solutions Limited
TARAPUR,Tarapur Transformers Limited
TARC,Tarc Limited
TARIL,Transformers And Rectifiers (India) Limited
TARMAT,Tarmat Limited
TARSONS,Tarsons Products Limited
TASTYBITE,Tasty Bite Eatables Limited
TATACAP,Tata Capital Limited
TATACHEM,Tata Chemicals Limited
TATACOMM,Tata Communications Limited
TATACONSUM,Tata Consumer Products Limited
TATAELXSI,Tata Elxsi Limited
