SYMBOL,NAME
PARAGONF,Paragon Finance Ltd
PRATIKSH,Pratiksha Chemicals Ltd
EQUILATERA,Equilateral Enterprises Ltd
VSTTILLERS,Vst Tillers Tractors Ltd
B2BSOFT,B2B Software Technologies Ltd
RADHEDE,Radhe Developers India Ltd
KINETRU,Kinetic Trust Ltd
ELIXIR,Elixir Capital Ltd
TRISHAKT,Trishakti Industries Ltd
PANKAJPO,Pankaj Polymers Ltd
MARBLE,Marble City India Ltd
CINDRELL,Cindrella Financial Services Ltd
ADHHATA,Adhata Global Ltd
NATPLASTI,National Plastic Technologies Ltd
LEADFIN,Lead Financial Services Ltd
NATFIT,National Fittings Ltd
ARTEFACT,Artefact Projects Ltd
TUSALDAH,Tusaldah Ltd
NUTECGLOB,Nutech Global Ltd
DHPIND,Dhp India Ltd
RRIL,Rril Ltd
AVAILFC,Available Finance Ltd
INTCAPL,Integra Capital  Ltd
MGIL,Maruti Global Industries Ltd
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd
JAYIND,Jayatma Industries Ltd
ROSELABS,Roselabs Finance Ltd
KRETTOSYS,Kretto Syscon Ltd
VIKALPS,Vikalp Securities Ltd
ZYDUSWELL,Zydus Wellness Ltd
MILESTONE,Milestone Global Ltd
BERVINL,Bervin Investment & Leasing Ltd
GUJINV,Gujarat Investa Ltd
CONCOR,Container Corporation Of India Ltd
EASTRED,Eastern Treads Ltd
PANACEABIO,Panacea Biotec Ltd
PEETISEC,Peeti Securities Ltd
MERCURYEV,Mercury Ev-Tech Ltd
CHOICEIN,Choice International Ltd
SRAMSET,Shriram Asset Management Company Ltd
GOLECHA,Golechha Global Finance Ltd
EKANSH,Ekansh Concepts Ltd
SPAR,Sparc Electrex Ltd
BYKE,The Byke Hospitality Ltd
CSURGSU,Centenial Surgical Suture Ltd
ARIHANT,Arihant Foundations & Housing Ltd
HASTIFIN,Hasti Finance Ltd
UPSURGE,Upsurge Investment & Finance Ltd
PADAMCO,Padam Cotton Yarns Ltd
WOMENNET,Women Networks Ltd
POLYCON,Polycon International Ltd
SOURCENTRL,Source Natural Foods And Herbal Supplements Ltd
GGAUTO,Gg Automotive Gears Ltd
ALMONDZ,Almondz Global Securities Ltd
LWSKNIT,Lws Knitwear Ltd
TUNITEX,Tuni Textile Mills Ltd
RADIXIND,Radix Industries (India) Ltd
KIRANPR,Kiran Print Pack Ltd
NARPROP,Narendra Properties Ltd
MEGACOR,Mega Corporation Ltd
TNPL,Tamil Nadu Newsprint & Papers Ltd
SHAKTIPUMP,Shakti Pumps India Ltd
SYTIXSE,Systematix Securities Ltd
SUNGOLD,Sungold Capital Ltd
SAFFRON,Saffron Industries Ltd
PWASML,Prakash Woollen & Synthetic Mills Ltd
GOLDTECH,Aion-Tech Solutions Ltd
LYONSCO,Lyons Corporate Market Ltd
GRMOVER,Grm Overseas Ltd
MOHITIND,Mohit Industries Ltd
POLYLINK,Polylink Polymers India Ltd
MINAXI,Minaxi Textiles Ltd
BOSTON,Boston Commerce Ltd
CONTICON,Continental Controls Ltd
GBLINFRA,Global Infratech & Finance Ltd
NOUVEAU,Nouveau Global Ventures Ltd
DUKEOFS,Duke Offshore Ltd
CYBELEIND,Cybele Industries Ltd
FILME,Filmcity Media Ltd
CGVAK,Cg Vak Software & Exports Ltd
NAVKARURB,Navkar Urbanstructure Ltd
BLUECOAST,Blue Coast Hotels Ltd
MADHUCON,Madhucon Projects Ltd
SYBLY,Sybly Industries Ltd
RAJESHEXPO,Rajesh Exports Ltd
ESARIND,Esaar India Ltd
MARIS,Maris Spinners Ltd
INDERGR,Indergiri Finance Ltd
SKRABUL,Shukra Bullions Ltd
EVEREADY,Eveready Industries India Ltd
STEP2COR,Step Two Corporation Ltd
ORIENTTR,Orient Tradelink Ltd
VIKASPROP,Vikas Proppant & Granite Ltd
DESHRAK,Desh Rakshak Aushdhalaya Ltd
ACESOFT,Ace Software Exports Ltd
SOFTRAKV,Softrak Venture Investment Ltd
HATSUN,Hatsun Agro Product Ltd
ACCEDERE,Accedere Ltd
MIZVEN,Mizzen Ventures Ltd
RISHDIGA,Rishabh Digha Steel & Allied Products Ltd
MAINFRA,Maruti Infrastructure Ltd
JINDWORLD,Jindal Worldwide Ltd
SOMANYCERA,Somany Ceramics Ltd
JHACC,Jhaveri Credits & Capital Ltd
RAGHUTOB,Raghunath Tobacco Company Ltd
DRL,Disha Resources Ltd
CORALFINAC,Coral India Finance & Housing Ltd
AMITSEC,Amit Securities Ltd
PUSHPIN,Pushpsons Industries Ltd
ASHUTPM,Ashutosh Paper Mills Ltd
SANJIVIN,Sanjivani Paranteral Ltd
RANJITSE,Ranjit Securities Ltd
VASINFRA,Vas Infrastructure Ltd
KMFBLDR,Kmf Builders & Developers Ltd
BERYLSE,Beryl Securities Ltd
RAP,Rap Corp Ltd
DEVINE,Devine Impex Ltd
BAMPSL,Bampsl Securities Ltd
GENPHARMA,Genpharmasec Ltd
INCON,Incon Engineers Ltd
CGCL,Capri Global Capital Ltd
MIDPOLY,Midland Polymers Ltd
FDC,Fdc Ltd
GOGIACAPGL,Gogia Capital Growth Ltd
GORANIN,Gorani Industries Ltd
KGPETRO,Kg Petrochem Ltd
UFMINDL,Ufm Industries Ltd
STARCOM,Starcom Information Technology Ltd
COUNCODOS,Country Condos Ltd
OROSMITHS,Orosil Smiths India Ltd
TEJASSVI,Tejassvi Aaharam Ltd
LINCOLN,Lincoln Pharmaceuticals Ltd
SILVOAK,Silver Oak India Ltd
PRAVEG,Praveg Ltd
SURAJLTD,Suraj Ltd
SICL,Suvidha Infraestate Corporation Ltd
MARICO,Marico Ltd
TOKYOFIN,Tokyo Finance Ltd
NATGENI,National General Industries Ltd
UVS,Uvs Hospitality And Services Ltd
ABATEAS,Abate As Industries Ltd
HITTCO,Hittco Tools Ltd
YUVRAAJHPL,Yuvraaj Hygiene Products Ltd
RRMETAL,Rr Metalmakers India Ltd
VISIONCO,Vision Corporation Ltd
KARNAWATI,Karnawati Innovation Ltd
INANISEC,Inani Securities Ltd
ANKIN,Anka India Ltd
EMROCK,Emrock Corporation Ltd
MAYUR,Mayur Leather Products Ltd
AMERISE,Amerise Biosciences Ltd
FRONTFN,Frontline Financial Services Ltd
PRITHVIEXCH,Prithvi Exchange (India) Ltd
KHYATI,Khyati Multimedia Entertainment Ltd
RAINBOWF,Rainbow Foundations Ltd
VSDCONF,Vsd Confin Ltd
TRICOMFRU,Tricom Fruit Products Ltd
VIDHIING,Vidhi Specialty Food Ingredients Ltd
BHAGCHEM,Bhagiradha Chemicals & Industries Ltd
GATECH,Gacm Technologies Ltd
PANCHSHEEL,Panchsheel Organics Ltd
MENNPIS,Menon Pistons Ltd
PRISMFN,Prism Finance Ltd
GREENCREST,Greencrest Financial Services Ltd
GENNEX,Gennex Laboratories Ltd
HIRAUTO,Hira Automobiles Ltd
GINISILK,Gini Silk Mills Ltd
PRAENG,Prajay Engineers Syndicate Ltd
BIOGEN,Biogen Pharmachem Industries Ltd
GKCONS,Gk Consultants Ltd
APOLLOPIPE,Apollo Pipes Ltd
UNJHAFOR,Unjha Formulations Ltd
POLYMED,Poly Medicure Ltd
PFLINFOTC,Pfl Infotech Ltd
SHRADDHA,Shraddha Prime Projects Ltd
KACHCHH,Kachchh Minerals Ltd
PADALPO,Padmanabh Alloys & Polymers Ltd
KACL,Kaiser Corporation Ltd
KCLINFRA,Kcl Infra Projects Ltd
ATULAUTO,Atul Auto Ltd
SCANPRO,Scan Projects Ltd
PRERINFRA,Prerna Infrabuild Ltd
METALCO,Metal Coatings India Ltd
SGNTE,Sgn Telecoms Ltd
GANGAPA,Ganga Papers India Ltd
TIRSARJ,Tirupati Sarjan Ltd
MUNOTHFI,Munoth Financial Services Ltd
RODIUM,Rodium Realty Ltd
NATHUEC,Natura Hue Chem Ltd
IECEDU,Iec Education Ltd
INDUSFINL,Indus Finance Ltd
LAHOTIOV,Lahoti Overseas Ltd
ZENITHSTL,Zenith Steel Pipes & Industries Ltd
TRINITYLEA,Trinity League India Ltd
ASTAR,Asian Star Company Ltd
ORIRAIL,Oriental Rail Infrastructure Ltd
JOINDRE,Joindre Capital Services Ltd
BHARATAGRI,Bharat Agri Fert & Realty Ltd
UNITINT,Unitech International Ltd
SACHEMT,Sacheta Metals Ltd
POPULARES,Popular Estate Management Ltd
ANJANIFIN,Anjani Finance Ltd
SVAINDIA,Sva India Ltd
REXNORD,Rexnord Electronics & Controls Ltd
NWIL,Nurture Well Industries Ltd
KHANDSE,Khandwala Securities Ltd
SAWACA,Sawaca Enterprises Ltd
CCLINTER,Ccl International Ltd
GALLOPENT,Gallops Enterprise Ltd
CROISSANCE,Croissance Ltd
JOJO,Jojo Ltd
GALAGEX,Galaxy Agrico Exports Ltd
GOPAIST,Gopal Iron & Steels Company Gujarat Ltd
HINDAPL,Hindustan Appliances Ltd
AGARIND,Agarwal Industrial Corporation Ltd
DHAMPURE,Dhampure Specialty Sugars Ltd
SHAQUAK,Shantanu Sheorey Aquakult Ltd
GOLCA,Golden Carpets Ltd
SARTHAKIND,Sarthak Industries Ltd
SAICAPI,Sai Capital Ltd
BLUECHIP,Blue Chip India Ltd
LEXORAA,Lexoraa Industries Ltd
CHADPAP,Chadha Papers Ltd
VERTEX,Vertex Securities Ltd
RIBATEX,Riba Textiles Ltd
NEWINFRA,Newtime Infrastructure Ltd
SHREMETAL,Shree Metalloys Ltd
IITLPROJ,Iitl Projects Ltd
HARIGOV,Hari Govind International Ltd
CHLOGIST,Chartered Logistics Ltd
AMBIKCO,Ambika Cotton Mills Ltd
HINDALUMI,Hind Aluminium Industries Ltd
SPECFOOD,Spectrum Foods Ltd
DECPO,Deccan Polypacks Ltd
AMRAAGRI,Amraworld Agrico Ltd
AUTOPINS,Auto Pins (India) Ltd
ODYCORP,Odyssey Corporation Ltd
IKOMA,Ikoma Technologies Ltd
INDCTST,Inducto Steel Ltd
SAMINDUS,Sam Industries Ltd
SHVFL,Shree Vatsaa Finance & Leasing Ltd
POOJAENT,Vashu Bhagnani Industries Ltd
GRAVITY,Gravity India Ltd
ESPIRE,Espire Hospitality Limited
LCCINFOTEC,Lcc Infotech Ltd
FILATFASH,Filatex Fashions Ltd
AARCON,Aarcon Facilities Ltd
SINDHUTRAD,Sindhu Trade Links Ltd
ZENOTECH,Zenotech Laboratories Ltd
HINDBIO,Hindustan Bio Sciences Ltd
FRONTCORP,Frontline Corporation Ltd
SWELECTES,Swelect Energy Systems Ltd
WALLFORT,Wallfort Financial Services Ltd
KDDL,Kddl Ltd
TRUSTEDGE,Trustedge Capital Ltd
ABHICAP,Abhinav Capital Services Ltd
3BBLACKBIO,3B Blackbio Dx Ltd
SUMUKA,Sumuka Agro Industries Ltd
MONIND,Monind Ltd
SHKALYN,Shri Kalyan Holdings Ltd
ATVOENT,Atvo Enterprises Ltd
EPUJA,Epuja Spiritech Ltd
INDOCITY,Indo City Infotech Ltd
SBECSUG,Sbec Sugar Ltd
BRIJLEAS,Brijlaxmi Leasing & Finance Ltd
BSELALGO,Bsel Algo Ltd
RELIABVEN,Reliable Ventures India Ltd
TRIUMPIN,Triumph International Finance India Ltd
BANKBARODA,Bank Of Baroda
SMCREDT,Smc Credits Ltd
MOHITE,Mohite Industries Ltd
ACL,Andhra Cements Ltd
SKMEGGPROD,Skm Egg Products Export (India) Ltd
WELCORP,Welspun Corp Ltd
HOTLSILV,H S India Ltd
BANKINDIA,Bank Of India
INDRAMEDCO,Indraprastha Medical Corporation Ltd
JOHNPHARMA,Johnson Pharmacare Ltd
GAIL,Gail (India) Ltd
VAIBHAVGBL,Vaibhav Global Ltd
TRESCON,Trescon Ltd
GUJSTATFIN,Gujarat State Financial Corporation
JKPAPER,Jk Paper Ltd
SAREGAMA,Saregama India Ltd
OMKARPH,Omkar Pharmachem Ltd
ADROITINFO,Adroit Infotech Ltd
CYBERTECH,Cybertech Systems And Software Ltd
ICICIBANK,Icici Bank Ltd
CYIENT,Cyient Ltd
ENGINERSIN,Engineers India Ltd
DHANBANK,Dhanlaxmi Bank Ltd
GMDCLTD,Gujarat Mineral Development Corporation Ltd
GAYATRI,Gayatri Sugars Ltd
INDUSINDBK,Indusind Bank Ltd
ITDC,India Tourism Development Corporation Ltd
J&KBANK,Jammu & Kashmir Bank Ltd
CUB,City Union Bank Ltd
ARCHIES,Archies Ltd
AXISBANK,Axis Bank Ltd
HBSL,Hb Stockholdings Ltd
CMXLTD,Cmx Holdings Ltd
SOUTHBANK,South Indian Bank Ltd
ENERGYDEV,Energy Development Company Ltd
SONATSOFTW,Sonata Software Ltd
BENGALT,Bengal Tea & Fabrics Ltd
NATIONALUM,National Aluminium Company Ltd
INDNIPPON,India Nippon Electricals Ltd
NSIL,Nalwa Sons Investments Ltd
APARINDS,Apar Industries Ltd
TCIIND,Tci Industries Ltd
ACCELYA,Accelya Solutions India Ltd
ORCHASP,Orchasp Ltd
LANDMARC,Landmarc Leisure Corporation Ltd
HCLTECH,Hcl Technologies Ltd
TCFCFINQ,Tcfc Finance Ltd
GEOJITFSL,Geojit Financial Services Ltd
JINDALSTEL,Jindal Steel Ltd
BLBLIMITED,Blb Ltd
GLENMARK,Glenmark Pharmaceuticals Ltd
WOCKPHARMA,Wockhardt Ltd
INTEGHIT,Integrated Hitech Ltd
KJMCCORP,Kjmc Corporate Advisors (India) Ltd
INDSWFTLAB,Ind-Swift Laboratories Ltd
GVPIL,Ge Power India Ltd
SHREERAMA,Shree Rama Multi-Tech Ltd
MAHLIFE,Mahindra Lifespace Developers Ltd
GROARC,Groarc Industries India Ltd
VAARAD,Vaarad Ventures Ltd
ZYDUSLIFE,Zydus Lifesciences Ltd
SHIVACEM,Shiva Cement Ltd
CINEVISTA,Cinevista Ltd
INTENTECH,Intense Technologies Ltd
DANLAW,Danlaw Technologies India Ltd
AJANTPHARM,Ajanta Pharma Ltd
CURAA,Cura Technologies Ltd
HBPOR,Hb Portfolio Ltd
HBESD,Hb Estate Developers Ltd
AMBICAAGAR,Ambica Agarbathies & Aroma Industries Ltd
COMPUSOFT,Compucom Software Ltd
OMNIAX,Omni Axs Software Ltd
IZMO,Izmo Ltd
TVSMOTOR,Tvs Motor Company Ltd
MADALA,Madala Holdings Ltd
SUBEXLTD,Subex Ltd
TCI,Transport Corporation Of India Ltd
PADMALAYAT,Padmalaya Telefilms Ltd
AKSHOPTFBR,Aksh Optifibre Ltd
VIRGOGLOB,Virgo Global Ltd
PICTUREHS,Picturehouse Media Ltd
TRIVENI,Triveni Engineering & Industries Ltd
MUKTAARTS,Mukta Arts Ltd
HITKITGLO,Hit Kit Global Solutions Ltd
NAGPI,Nagpur Power & Industries Ltd
DSSL,Dynacons Systems & Solutions Ltd
PNBGILTS,Pnb Gilts Ltd
BCG,Brightcom Group Ltd
RAMCOIND,Ramco Industries Ltd
RAMCOSYS,Ramco Systems Ltd
TTML,Tata Teleservices (Maharashtra) Ltd
VIRINCHI,Virinchi Ltd
WEPSOLN,Wep Solutions Ltd
STLTECH,Sterlite Technologies Ltd
TIPSMUSIC,Tips Music Ltd
UMIYA-MRO,Umiya Buildcon Ltd
UNIVARTS,Universal Arts Ltd
FIRSTFIN,First Fintec Ltd
BABA,Baba Arts Ltd
BALAJITELE,Balaji Telefilms Ltd
TYCHE,Tyche Industries Ltd
CALSOFT,California Software Company Ltd
PNC,Pritish Nandy Communications Ltd
IOB,Indian Overseas Bank
TAJGVK,Taj Gvk Hotels & Resorts Ltd
CREATIVEYE,Creative Eye Ltd
AXISCADES,Axiscades Technologies Ltd
KONNDOR,Konndor Industries Ltd
UMESLTD,Usha Martin Education & Solutions Ltd
BSOFT,Birlasoft Ltd
USGTECH,Usg Tech Solutions Ltd
7TEC,Saven Technologies Ltd
AVANTEL,Avantel Ltd
MOSCHIP,Moschip Technologies Ltd
SIGMAADV,Sigma Advanced Systems Ltd
TRANSCOR,Transcorp International Ltd
CEREBRAINT,Cerebra Integrated Technologies Ltd
NEXTMEDIA,Next Mediaworks Ltd
SMARTLINK,Smartlink Holdings Ltd
GODREJCP,Godrej Consumer Products Ltd
GENUSPRIME,Genus Prime Infra Ltd
BFUTILITIE,Bf Utilities Ltd
UNITDSPR,United Spirits Ltd
OLECTRA,Olectra Greentech Ltd
MPSLTD,Mps Ltd
CERA,Cera Sanitaryware Ltd
BHARTIARTL,Bharti Airtel Ltd
SHALIWIR,Shalimar Wires Industries Ltd
COMPINFO,Compuage Infocom Ltd
GULPOLY,Gulshan Polyols Ltd
PONNIERODE,Ponni Sugars (Erode) Ltd
PNB,Punjab National Bank
OFSS,Oracle Financial Services Software Ltd
HAZOOR,Hazoor Multi Projects Ltd
KAMAHOLD,Kama Holdings Ltd
MPFSL,Mpf Systems Ltd
APTECHT,Aptech Ltd
UNIONBANK,Union Bank Of India
UBL,United Breweries Ltd
NOIDATOLL,Noida Toll Bridge Company Ltd
GRANULES,Granules India Ltd
CANBK,Canara Bank
BLIL,Balmer Lawrie Investments Ltd
POKARNA,Pokarna Ltd
DIVISLAB,Divis Laboratories Ltd
ASTRAMICRO,Astra Microwave Products Ltd
RADICO,Radico Khaitan Ltd
MARUTI,Maruti Suzuki India Ltd
RAJPALAYAM,Rajapalayam Mills Ltd
NAVINFLUOR,Navin Fluorine International Ltd
UCOBANK,Uco Bank
BAGFILMS,B.A.G. Films And Media Ltd
JSL,Jindal Stainless Ltd
SUPRAJIT,Suprajit Engineering Ltd
TVSELECT,Tvs Electronics Ltd
IGL,Indraprastha Gas Ltd
TVTODAY,Tv Today Network Ltd
PALREDTEC,Palred Technologies Ltd
PETRONET,Petronet Lng Ltd
BIOCON,Biocon Ltd
PTC,Ptc India Ltd
MAHABANK,Bank Of Maharashtra
RKFORGE,Ramkrishna Forgings Ltd
DATAMATICS,Datamatics Global Services Ltd
NDTV,New Delhi Television Ltd
STAR,Strides Pharma Science Ltd
ULTRACEMCO,Ultratech Cement Ltd
UNOMINDA,Uno Minda Ltd
TCS,Tata Consultancy Services Ltd
COFORGE,Coforge Ltd
GULFPETRO,Gp Petroleums Ltd
CENTURYPLY,Century Plyboards (India) Ltd
WELENT,Welspun Enterprises Ltd
NTPC,Ntpc Ltd
SALSTEEL,S.A.L. Steel Ltd
JBMA,Jbm Auto Ltd
DWARKESH,Dwarikesh Sugar Industries Ltd
INDOCO,Indoco Remedies Ltd
VIPCLOTHNG,Vip Clothing Ltd
IMPEXFERRO,Impex Ferro Tech Ltd
XCHANGING,Xchanging Solutions Ltd
JINDALPHOT,Jindal Photo Ltd
POCL,Pondy Oxides & Chemicals Ltd
JPPOWER,Jaiprakash Power Ventures Ltd
3IINFOLTD,3I Infotech Ltd
GOKEX,Gokaldas Exports Ltd
ALLDIGI,Alldigi Tech Ltd
IIFL,Iifl Finance Ltd
MANGALAM,Mangalam Drugs & Organics Ltd
SHOPERSTOP,Shoppers Stop Ltd
CYBERMEDIA,Cyber Media India Ltd
NDL,Nandan Denim Ltd
JSWHL,Jsw Holdings Ltd
JKCEMENT,Jk Cement Ltd
BEEYU,Beeyu Overseas Ltd
YESBANK,Yes Bank Ltd
NECLIFE,Nectar Lifesciences Ltd
MSPL,Msp Steel & Power Ltd
SPLIL,Spl Industries Ltd
KTKBANK,Karnataka Bank Ltd
MCLEODRUSS,Mcleod Russel India Ltd
FACORALL,Facor Alloys Ltd
VIVIMEDLAB,Vivimed Labs Ltd
RML,Rane (Madras) Ltd
HTMEDIA,Ht Media Ltd
SASKEN,Sasken Technologies Ltd
FCSSOFT,Fcs Software Solutions Ltd
SUZLON,Suzlon Energy Ltd
AURIONPRO,Aurionpro Solutions Ltd
RENUKA,Shree Renuka Sugars Ltd
KMSUGAR,K M Sugar Mills Ltd
BASML,Bannari Amman Spinning Mills Ltd
PBAINFRA,Pba Infrastructure Ltd
AIAENG,Aia Engineering Ltd
EKC,Everest Kanto Cylinder Ltd
KERNEX,Kernex Microsystems India Ltd
REPRO,Repro India Ltd
PVRINOX,Pvr Inox Ltd
ASMS,Bartronics India Ltd
CELEBRITY,Celebrity Fashions Ltd
NITINSPIN,Nitin Spinners Ltd
ROHLTD,Royal Orchid Hotels Ltd
ENIL,Entertainment Network (India) Ltd
CELLA,Cella Space Ltd
GSPL,Gujarat State Petronet Ltd
JAGRAN,Jagran Prakashan Ltd
DYNPRO,Dynemic Products Ltd
GVKPIL,Gvk Power & Infrastructure Ltd
SADBHAV,Sadbhav Engineering Ltd
RCOM,Reliance Communications Ltd
SAKUMA,Sakuma Exports Ltd
KEC,Kec International Ltd
GILLANDERS,Gillanders Arbuthnot & Company Ltd
INDOTECH,Indo Tech Transformers Ltd
BLKASHYAP,B. L. Kashyap And Sons Ltd
M&MFIN,Mahindra & Mahindra Financial Services Ltd
VISASTEEL,Visa Steel Ltd
NITCO,Nitco Ltd
MPDL,Mpdl Ltd
SOLARINDS,Solar Industries India Ltd
GALLANTT,Gallantt Ispat Ltd
MALUPAPER,Malu Paper Mills Ltd
UTTAMSUGAR,Uttam Sugar Mills Ltd
SGL,Stl Global Ltd
KKCL,Kewal Kiran Clothing Ltd
SUNTV,Sun Tv Network Ltd
GPIL,Godawari Power And Ispat Ltd
RSYSTEMS,R Systems International Ltd
EMKAY,Emkay Global Financial Services Ltd
TICL,Twamev Construction And Infrastructure Ltd
LOKESHMACH,Lokesh Machines Ltd
KAMDHENU,Kamdhenu Ltd
PAUSHAKLTD,Paushak Ltd
GTNTEX,Gtn Textiles Ltd
PFOCUS,Prime Focus Ltd
ALLCARGO,Allcargo Logistics Ltd
GMRAIRPORT,Gmr Airports Ltd
TECHM,Tech Mahindra Ltd
CIEINDIA,Cie Automotive India Ltd
VOLTAMP,Voltamp Transformers Ltd
ATLANTAA,Atlantaa Ltd
HGM,Handson Global Management (Hgm)Ltd
ACE,Action Construction Equipment Ltd
GEECEE,Geecee Ventures Ltd
GAYAPROJ,Gayatri Projects Ltd
FIEMIND,Fiem Industries Ltd
JHS,Jhs Svendgaard Laboratories Ltd
DCBBANK,Dcb Bank Ltd
GLOBALVECT,Global Vectra Helicorp Ltd
INSPIRISYS,Inspirisys Solutions Ltd
GTLINFRA,Gtl Infrastructure Ltd
SHIVAMAUTO,Shivam Autotech Ltd
NAUKRI,Info Edge (India) Ltd
TORNTPOWER,Torrent Power Ltd
PARSVNATH,Parsvnath Developers Ltd
SUTLEJTEX,Sutlej Textiles And Industries Ltd
LTFOODS,Lt Foods Ltd
SOBHA,Sobha Ltd
RUCHIRA,Ruchira Papers Ltd
TANLA,Tanla Platforms Ltd
ZEEMEDIA,Zee Media Corporation Ltd
SITINET,Siti Networks Ltd
LUMAXTECH,Lumax Auto Technologies Ltd
AUTOIND,Autoline Industries Ltd
NETWORK18,Network 18 Media & Investments Ltd
HUBTOWN,Hubtown Ltd
CTE,Cambridge Technology Enterprises Ltd
TIIL,Technocraft Industries (India) Ltd
REDINGTON,Redington Ltd
AICHAMP,Ai Champdany Industries Ltd
CINELINE,Cineline India Ltd
PGIL,Pearl Global Industries Ltd
FSL,Firstsource Solutions Ltd
PFC,Power Finance Corporation Ltd
AHLUCONT,Ahluwalia Contracts (India) Ltd
TFL,Transwarranty Finance Ltd
INDIANB,Indian Bank
SMSPHARMA,Sms Pharmaceuticals Ltd
ORIENTALTL,Oriental Trimex Ltd
ELAND,E-Land Apparel Ltd
IDEA,Vodafone Idea Ltd
JAGJANANI,Jagjanani Textiles Ltd
RAJTV,Raj Television Network Ltd
PAGEIND,Page Industries Ltd
AMDIND,Amd Industries Ltd
LEHAR,Lehar Footwears Ltd
ASTRAL,Astral Ltd
CAMLINFINE,Camlin Fine Sciences Ltd
ICRA,Icra Ltd
DISHTV,Dish Tv India Ltd
SAHYADRI,Sahyadri Industries Ltd
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd
FORTIS,Fortis Healthcare Ltd
TGBHOTELS,Tgb Banquets And Hotels Ltd
HILTON,Hilton Metal Forging Ltd
DELTACORP,Delta Corp Ltd
MICEL,Mic Electronics Ltd
INSECTICID,Insecticides (India) Ltd
ASAHISONG,Asahi Songwon Colors Ltd
HARYNACAP,Haryana Capfin Ltd
TIMETECHNO,Time Technoplast Ltd
HGS,Hinduja Global Solutions Ltd
NELCAST,Nelcast Ltd
V2RETAIL,V2 Retail Ltd
DLF,Dlf Ltd
TARMAT,Tarmat Ltd
ANKITMETAL,Ankit Metal & Power Ltd
SPARC,Sun Pharma Advanced Research Company Ltd
HDIL,Housing Development And Infrastructure Ltd
ADSL,Allied Digital Services Ltd
ALPA,Alpa Laboratories Ltd
SSLEL,Sir Shadi Lal Enterprises Ltd
OMAXE,Omaxe Ltd
REFEX,Refex Industries Ltd
CENTRALBK,Central Bank Of India
SELMC,Sel Manufacturing Company Ltd
ASIANTILES,Asian Granito India Ltd
KPRMILL,K.P.R. Mill Limited
TAKE,Take Solutions Ltd
PURVA,Puravankara Ltd
MOTILALOFS,Motilal Oswal Financial Services Ltd
VTMLTD,Vtm Ltd
INDOWIND,Indowind Energy Ltd
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd
MAGNUM,Magnum Ventures Ltd
POWERGRID,Power Grid Corporation Of India Ltd
KSCL,Kaveri Seed Company Ltd
PAISALO,Paisalo Digital Ltd
CCCL,Consolidated Construction Consortium Ltd
SUPREMEINF,Supreme Infrastructure India Ltd
MAANALU,Maan Aluminium Ltd
IL&FSENGG,Il&Fs Engineering And Construction Company Ltd
PARLEIND,Parle Industries Ltd
RELIGARE,Religare Enterprises Ltd
BVCL,Barak Valley Cements Ltd
RATHIBAR,Rathi Bars Ltd
ADANIPORTS,Adani Ports And Special Economic Zone Ltd
EDELWEISS,Edelweiss Financial Services Ltd
RGL,Renaissance Global Ltd
KOLTEPATIL,Kolte-Patil Developers Ltd
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd
JYOTHYLAB,Jyothy Labs Ltd
ECLERX,Eclerx Services Ltd
TARIL,Transformers And Rectifiers (India) Ltd
BRIGADE,Brigade Enterprises Ltd
BGRENERGY,Bgr Energy Systems Ltd
MANAKSIA,Manaksia Ltd
PORWAL,Porwal Auto Components Ltd
PPAP,Ppap Automotive Ltd
ARIES,Aries Agro Ltd
KUANTUM,Kuantum Papers Ltd
RPOWER,Reliance Power Ltd
JKIL,J. Kumar Infraprojects Ltd
CORDSCABLE,Cords Cable Industries Ltd
KNRCON,Knr Constructions Ltd
ONMOBILE,Onmobile Global Ltd
SEPC,Sepc Ltd
BANG,Bang Overseas Ltd
IRB,Irb Infrastructure Developers Ltd
GSS,Gss Infotech Ltd
NAHARCAP,Nahar Capital And Financial Services Ltd
VGUARD,V-Guard Industries Ltd
RECLTD,Rec Ltd
GOKAKTEX,Gokak Textiles Ltd
TITAGARH,Titagarh Rail Systems Ltd
KIRIINDUS,Kiri Industries Ltd
BIRLAMONEY,Aditya Birla Money Ltd
TELOGICA,Telogica Ltd
JAIBALAJI,Jai Balaji Industries Ltd
BAJAJ-AUTO,Bajaj Auto Ltd
BAJAJFINSV,Bajaj Finserv Ltd
GOKUL,Gokul Refoils & Solvent Ltd
RPGLIFE,Rpg Life Sciences Ltd
SENSEX1,Kotak S&P Bse Sensex Etf
NIRAJ,Niraj Cement Structurals Ltd
BAFNAPH,Bafna Pharmaceuticals Ltd
CHLLTD,Chl Ltd
SEJALLTD,Sejal Glass Ltd
ARCHIDPLY,Archidply Industries Ltd
LOTUSEYE,Lotus Eye Hospital And Institute Ltd
SOMICONVEY,Somi Conveyor Beltings Ltd
LGBFORGE,Lgb Forge Ltd
LPDC,Landmark Property Development Company Ltd
SICAGEN,Sicagen India Ltd
SIMPLXPAP,Simplex Papers Ltd
20MICRONS,20 Microns Ltd
ZFCVINDIA,Zf Commercial Vehicle Control Systems India Ltd
ALKALI,Alkali Metals Ltd
